ENST00000339687	ENSG00000197253
ENST00000606293	ENSG00000197253
ENST00000445910	ENSG00000197253
ENST00000430512	ENSG00000197253
ENST00000603128	ENSG00000167984
ENST00000419350	ENSG00000167984
ENST00000603507	ENSG00000167984
ENST00000604347	ENSG00000167984
ENST00000603055	ENSG00000167984
ENST00000448023	ENSG00000167984
ENST00000359128	ENSG00000167984
ENST00000301749	ENSG00000167984
ENST00000324659	ENSG00000167984
ENST00000534447	ENSG00000166473
ENST00000534142	ENSG00000166473
ENST00000533478	ENSG00000166473
ENST00000525539	ENSG00000166473
ENST00000530363	ENSG00000166473
ENST00000299598	ENSG00000166473
ENST00000529079	ENSG00000166473
ENST00000531391	ENSG00000166473
ENST00000526632	ENSG00000166473
ENST00000527937	ENSG00000166473
ENST00000529791	ENSG00000166473
ENST00000337114	ENSG00000166473
ENST00000564451	ENSG00000261812
ENST00000567207	ENSG00000261812
ENST00000563927	ENSG00000261812
ENST00000567960	ENSG00000261812
ENST00000354689	ENSG00000270472
ENST00000567458	ENSG00000259303
ENST00000560724	ENSG00000259303
ENST00000425181	ENSG00000233732
ENST00000565407	ENSG00000271130
ENST00000570121	ENSG00000270467
ENST00000562905	ENSG00000271178
ENST00000326592	ENSG00000234769
ENST00000474799	ENSG00000234769
ENST00000470283	ENSG00000234769
ENST00000468574	ENSG00000234769
ENST00000564273	ENSG00000234769
ENST00000477365	ENSG00000234769
ENST00000495251	ENSG00000234769
ENST00000462860	ENSG00000234769
ENST00000470725	ENSG00000234769
ENST00000487568	ENSG00000234769
ENST00000483390	ENSG00000234769
ENST00000538848	ENSG00000234769
ENST00000494585	ENSG00000234769
ENST00000563591	ENSG00000178188
ENST00000567536	ENSG00000178188
ENST00000322610	ENSG00000178188
ENST00000337120	ENSG00000178188
ENST00000566209	ENSG00000178188
ENST00000545570	ENSG00000178188
ENST00000359285	ENSG00000178188
ENST00000538342	ENSG00000178188
ENST00000563674	ENSG00000178188
ENST00000395532	ENSG00000178188
ENST00000566176	ENSG00000178188
ENST00000561629	ENSG00000178188
ENST00000569471	ENSG00000178188
ENST00000569651	ENSG00000178188
ENST00000568868	ENSG00000178188
ENST00000293860	ENSG00000161980
ENST00000481810	ENSG00000161980
ENST00000293861	ENSG00000161981
ENST00000397876	ENSG00000161981
ENST00000493672	ENSG00000161981
ENST00000417493	ENSG00000161981
ENST00000466183	ENSG00000161981
ENST00000481947	ENSG00000161981
ENST00000383018	ENSG00000161981
ENST00000262316	ENSG00000007384
ENST00000428730	ENSG00000007384
ENST00000448893	ENSG00000007384
ENST00000486045	ENSG00000007384
ENST00000493647	ENSG00000007384
ENST00000482904	ENSG00000007384
ENST00000417043	ENSG00000007384
ENST00000487201	ENSG00000007384
ENST00000450643	ENSG00000007384
ENST00000419764	ENSG00000007384
ENST00000472390	ENSG00000007384
ENST00000454039	ENSG00000007384
ENST00000219251	ENSG00000102977
ENST00000602382	ENSG00000102977
ENST00000393919	ENSG00000102977
ENST00000602656	ENSG00000102977
ENST00000602622	ENSG00000102977
ENST00000602320	ENSG00000102977
ENST00000602860	ENSG00000102977
ENST00000602850	ENSG00000102977
ENST00000602945	ENSG00000102977
ENST00000602519	ENSG00000102977
ENST00000602423	ENSG00000102977
ENST00000602780	ENSG00000102977
ENST00000602821	ENSG00000102977
ENST00000605106	ENSG00000270466
ENST00000436333	ENSG00000103152
ENST00000356432	ENSG00000103152
ENST00000475280	ENSG00000103152
ENST00000219431	ENSG00000103152
ENST00000397817	ENSG00000103152
ENST00000463178	ENSG00000103148
ENST00000445810	ENSG00000103148
ENST00000428323	ENSG00000103148
ENST00000399957	ENSG00000103148
ENST00000405960	ENSG00000103148
ENST00000464069	ENSG00000103148
ENST00000473674	ENSG00000103148
ENST00000483663	ENSG00000103148
ENST00000457916	ENSG00000103148
ENST00000422814	ENSG00000103148
ENST00000468260	ENSG00000103148
ENST00000456528	ENSG00000103148
ENST00000419636	ENSG00000103148
ENST00000399953	ENSG00000103148
ENST00000399951	ENSG00000103148
ENST00000602551	ENSG00000102981
ENST00000458121	ENSG00000102981
ENST00000219255	ENSG00000102981
ENST00000602727	ENSG00000102981
ENST00000357084	ENSG00000196296
ENST00000395503	ENSG00000196296
ENST00000563975	ENSG00000196296
ENST00000562185	ENSG00000196296
ENST00000536376	ENSG00000196296
ENST00000564732	ENSG00000196296
ENST00000565042	ENSG00000196296
ENST00000564470	ENSG00000196296
ENST00000564112	ENSG00000196296
ENST00000252951	ENSG00000130656
ENST00000472539	ENSG00000206177
ENST00000496585	ENSG00000206177
ENST00000356815	ENSG00000206177
ENST00000251595	ENSG00000188536
ENST00000397806	ENSG00000188536
ENST00000482565	ENSG00000188536
ENST00000484216	ENSG00000188536
ENST00000320868	ENSG00000206172
ENST00000472694	ENSG00000206172
ENST00000397797	ENSG00000206172
ENST00000487791	ENSG00000206172
ENST00000243878	ENSG00000124074
ENST00000602942	ENSG00000124074
ENST00000602644	ENSG00000124074
ENST00000602415	ENSG00000124074
ENST00000602642	ENSG00000124074
ENST00000602409	ENSG00000124074
ENST00000602531	ENSG00000124074
ENST00000199708	ENSG00000086506
ENST00000459925	ENSG00000159761
ENST00000403458	ENSG00000159761
ENST00000602974	ENSG00000159761
ENST00000445068	ENSG00000159761
ENST00000602365	ENSG00000159761
ENST00000602987	ENSG00000159761
ENST00000426094	ENSG00000007392
ENST00000293872	ENSG00000007392
ENST00000337351	ENSG00000007392
ENST00000397783	ENSG00000007392
ENST00000468732	ENSG00000007392
ENST00000429378	ENSG00000007392
ENST00000490762	ENSG00000007392
ENST00000464711	ENSG00000007392
ENST00000442701	ENSG00000007392
ENST00000397780	ENSG00000007392
ENST00000419516	ENSG00000007392
ENST00000495349	ENSG00000007392
ENST00000418978	ENSG00000007392
ENST00000430864	ENSG00000007392
ENST00000443357	ENSG00000007392
ENST00000494366	ENSG00000007392
ENST00000469109	ENSG00000007392
ENST00000428363	ENSG00000007392
ENST00000467552	ENSG00000007392
ENST00000494545	ENSG00000007392
ENST00000602377	ENSG00000141098
ENST00000268797	ENSG00000141098
ENST00000602522	ENSG00000141098
ENST00000602627	ENSG00000141098
ENST00000602496	ENSG00000141098
ENST00000602279	ENSG00000141098
ENST00000602855	ENSG00000141098
ENST00000317506	ENSG00000141084
ENST00000448631	ENSG00000141084
ENST00000602506	ENSG00000141084
ENST00000602677	ENSG00000141084
ENST00000602525	ENSG00000141084
ENST00000602638	ENSG00000141084
ENST00000602815	ENSG00000141084
ENST00000602887	ENSG00000141084
ENST00000411657	ENSG00000141084
ENST00000536251	ENSG00000141084
ENST00000425512	ENSG00000141084
ENST00000357573	ENSG00000177548
ENST00000358201	ENSG00000177548
ENST00000544477	ENSG00000177548
ENST00000562590	ENSG00000177548
ENST00000568703	ENSG00000177548
ENST00000567483	ENSG00000177548
ENST00000561501	ENSG00000177548
ENST00000566762	ENSG00000177548
ENST00000561803	ENSG00000177548
ENST00000564473	ENSG00000177548
ENST00000562475	ENSG00000177548
ENST00000570030	ENSG00000177548
ENST00000564579	ENSG00000177548
ENST00000563577	ENSG00000177548
ENST00000399932	ENSG00000167930
ENST00000301679	ENSG00000167930
ENST00000419173	ENSG00000167930
ENST00000426695	ENSG00000167930
ENST00000438220	ENSG00000167930
ENST00000447499	ENSG00000167930
ENST00000453430	ENSG00000167930
ENST00000449945	ENSG00000167930
ENST00000420046	ENSG00000167930
ENST00000301678	ENSG00000167930
ENST00000420500	ENSG00000167930
ENST00000417499	ENSG00000167930
ENST00000496874	ENSG00000167930
ENST00000421000	ENSG00000167930
ENST00000468354	ENSG00000167930
ENST00000424016	ENSG00000167930
ENST00000442458	ENSG00000167930
ENST00000450082	ENSG00000167930
ENST00000600536	ENSG00000269881
ENST00000397770	ENSG00000076344
ENST00000168869	ENSG00000076344
ENST00000316163	ENSG00000076344
ENST00000477143	ENSG00000076344
ENST00000359740	ENSG00000076344
ENST00000481672	ENSG00000076344
ENST00000493449	ENSG00000076344
ENST00000472466	ENSG00000076344
ENST00000397768	ENSG00000076344
ENST00000431291	ENSG00000076344
ENST00000415766	ENSG00000102904
ENST00000466164	ENSG00000102904
ENST00000568990	ENSG00000102904
ENST00000487120	ENSG00000102904
ENST00000565339	ENSG00000102904
ENST00000563363	ENSG00000102904
ENST00000561639	ENSG00000102904
ENST00000567852	ENSG00000102904
ENST00000565148	ENSG00000102904
ENST00000388833	ENSG00000102904
ENST00000562633	ENSG00000102904
ENST00000561654	ENSG00000102904
ENST00000569504	ENSG00000102904
ENST00000431934	ENSG00000102904
ENST00000562321	ENSG00000102904
ENST00000565558	ENSG00000102904
ENST00000324662	ENSG00000177455
ENST00000565089	ENSG00000177455
ENST00000567541	ENSG00000177455
ENST00000566890	ENSG00000177455
ENST00000567368	ENSG00000177455
ENST00000538922	ENSG00000177455
ENST00000412541	ENSG00000242173
ENST00000435035	ENSG00000242173
ENST00000464609	ENSG00000242173
ENST00000447871	ENSG00000242173
ENST00000219409	ENSG00000242173
ENST00000414650	ENSG00000242173
ENST00000477621	ENSG00000242173
ENST00000564978	ENSG00000176953
ENST00000320805	ENSG00000176953
ENST00000565919	ENSG00000176953
ENST00000565752	ENSG00000176953
ENST00000562977	ENSG00000176953
ENST00000568998	ENSG00000176953
ENST00000568148	ENSG00000176953
ENST00000219406	ENSG00000185615
ENST00000467212	ENSG00000185615
ENST00000404312	ENSG00000185615
ENST00000456379	ENSG00000185615
ENST00000482665	ENSG00000185615
ENST00000462950	ENSG00000185615
ENST00000435833	ENSG00000185615
